Applied Mathematics and Computation,http://www.sciencedirect.com/science/journal/00963003
Applied Mathematics Letters,http://www.sciencedirect.com/science/journal/08939659
Applied Nanoscience,http://link.springer.com/journal/13204
Applied Numerical Mathematics,http://www.sciencedirect.com/science/journal/01689274
Applied Radiation and Isotopes,http://www.sciencedirect.com/science/journal/09698043
Applied Soft Computing,http://www.sciencedirect.com/science/journal/15684946
Applied Solar Energy,http://link.springer.com/journal/11949
Applied Surface Science,http://www.sciencedirect.com/science/journal/01694332
Applied Thermal Engineering,http://www.sciencedirect.com/science/journal/13594311
Aquatic Geochemistry,http://link.springer.com/journal/10498
Archive of Applied Mechanics,http://link.springer.com/journal/419
Archives of Biochemistry and Biophysics,http://www.sciencedirect.com/science/journal/00039861
Archives of Toxicology,http://link.springer.com/journal/204
Archives of Virology,http://link.springer.com/journal/705
Artificial Intelligence,http://www.sciencedirect.com/science/journal/00043702
Artificial Intelligence in Engineering,http://www.sciencedirect.com/science/journal/09541810
Astronomy and Computing,http://www.sciencedirect.com/science/journal/22131337
Astroparticle Physics,http://www.sciencedirect.com/science/journal/09276505
Atmospheric Pollution Research,http://www.sciencedirect.com/science/journal/13091042
Atmospheric Research,http://www.sciencedirect.com/science/journal/01698095
Atomic Data and Nuclear Data Tables,http://www.sciencedirect.com/science/journal/0092640X
Atomic Energy,http://link.springer.com/journal/10512
Automation in Construction,http://www.sciencedirect.com/science/journal/09265805
Biochemistry (Moscow),http://link.springer.com/journal/10541
"Biochemistry (Moscow), Supplement Series A: Membrane and Cell Biology",http://link.springer.com/journal/11827
"Biochemistry (Moscow), Supplement Series B: Biomedical Chemistry",http://link.springer.com/journal/11828
BioChip Journal,http://link.springer.com/journal/13206
Bioelectrochemistry,http://www.sciencedirect.com/science/journal/15675394
Biogeochemistry,http://link.springer.com/journal/10533
Biological Trace Element Research,http://link.springer.com/journal/12011
Biology and Fertility of Soils,http://link.springer.com/journal/374
Biomass Conversion and Biorefinery,http://link.springer.com/journal/13399
Biomaterials,http://www.sciencedirect.com/science/journal/01429612
Biomechanics and Modeling in Mechanobiology,http://link.springer.com/journal/10237
Biomedical Engineering,http://link.springer.com/journal/10527
Biomedical Engineering Letters,http://link.springer.com/journal/13534
Biomedical Microdevices,http://link.springer.com/journal/10544
BioMetals,http://link.springer.com/journal/10534
Biomolecular NMR Assignments,http://link.springer.com/journal/12104
BioNanoScience,http://link.springer.com/journal/12668
Biophysics,http://link.springer.com/journal/11439
Bioprinting,http://www.sciencedirect.com/science/journal/24058866
Bioprocess and Biosystems Engineering,http://link.springer.com/journal/449
Biotechnology and Bioprocess Engineering,http://link.springer.com/journal/12257
Biotribology,http://www.sciencedirect.com/science/journal/23525738
Brazilian Journal of Physics,http://link.springer.com/journal/13538
Building and Environment,http://www.sciencedirect.com/science/journal/03601323
Building Simulation,http://link.springer.com/journal/12273
Bulletin of Environmental Contamination and Toxicology,http://link.springer.com/journal/128
Bulletin of Materials Science,http://link.springer.com/journal/12034
Bulletin of Volcanology,http://link.springer.com/journal/445
Calphad,http://www.sciencedirect.com/science/journal/03645916
Carbohydrate Polymers,http://www.sciencedirect.com/science/journal/01448617
Carbon,http://www.sciencedirect.com/science/journal/00086223
Carbonates and Evaporites,http://link.springer.com/journal/13146
Catalysis Communications,http://www.sciencedirect.com/science/journal/15667367
Catalysis in Industry,http://link.springer.com/journal/12604
Catalysis Letters,http://link.springer.com/journal/10562
Catalysis Surveys from Asia,http://link.springer.com/journal/10563
Catalysis Today,http://www.sciencedirect.com/science/journal/09205861
Cellulose,http://link.springer.com/journal/10570
Cement and Concrete Composites,http://www.sciencedirect.com/science/journal/09589465
Cement and Concrete Research,http://www.sciencedirect.com/science/journal/00088846
Ceramics International,http://www.sciencedirect.com/science/journal/02728842
Chemical and Petroleum Engineering,http://link.springer.com/journal/10556
Chemical Data Collections,http://www.sciencedirect.com/science/journal/24058300
Chemical Engineering and Processing - Process Intensification,http://www.sciencedirect.com/science/journal/02552701
Chemical Engineering Journal,http://www.sciencedirect.com/science/journal/13858947
Chemical Engineering Research and Design,http://www.sciencedirect.com/science/journal/02638762
Chemical Engineering Science,http://www.sciencedirect.com/science/journal/00092509
Chemical Geology,http://www.sciencedirect.com/science/journal/00092541
Chemical Health and Safety,http://www.sciencedirect.com/science/journal/10749098
Chemical Papers,http://link.springer.com/journal/11696
Chemical Physics,http://www.sciencedirect.com/science/journal/03010104
Chemical Physics Letters,http://www.sciencedirect.com/science/journal/00092614
Chemical Research in Chinese Universities,http://link.springer.com/journal/40242
Chemico-Biological Interactions,http://www.sciencedirect.com/science/journal/00092797
Chemistry and Physics of Lipids,http://www.sciencedirect.com/science/journal/00093084
Chemistry and Technology of Fuels and Oils,http://link.springer.com/journal/10553
Chemistry of Heterocyclic Compounds,http://link.springer.com/journal/10593
Chemometrics and Intelligent Laboratory Systems,http://www.sciencedirect.com/science/journal/01697439
Chemosensory Perception,http://link.springer.com/journal/12078
Chemosphere,http://www.sciencedirect.com/science/journal/00456535
ChemTexts,http://link.springer.com/journal/40828
China Foundry,http://link.springer.com/journal/41230
China Particuology,http://www.sciencedirect.com/science/journal/16722515
Chinese Chemical Letters,http://www.sciencedirect.com/science/journal/10018417
Chinese Journal of Analytical Chemistry,http://www.sciencedirect.com/science/journal/18722040
Chinese Journal of Catalysis,http://www.sciencedirect.com/science/journal/18722067
Chinese Journal of Chemical Engineering,http://www.sciencedirect.com/science/journal/10049541
Chinese Journal of Physics,http://www.sciencedirect.com/science/journal/05779073
Chinese Journal of Polymer Science,http://link.springer.com/journal/10118
Chromatographia,http://link.springer.com/journal/10337
Clean Technologies and Environmental Policy,http://link.springer.com/journal/10098
Clinical Biomechanics,http://www.sciencedirect.com/science/journal/02680033
Coke and Chemistry,http://link.springer.com/journal/11955
Colloid and Interface Science Communications,http://www.sciencedirect.com/science/journal/22150382
Colloid and Polymer Science,http://link.springer.com/journal/396
Colloid Journal,http://link.springer.com/journal/10595
Colloids and Surfaces A: Physicochemical and Engineering Aspects,http://www.sciencedirect.com/science/journal/09277757
Colloids and Surfaces B: Biointerfaces,http://www.sciencedirect.com/science/journal/09277765
Combustion and Flame,http://www.sciencedirect.com/science/journal/00102180
"Combustion, Explosion, and Shock Waves",http://link.springer.com/journal/10573
Communications in Nonlinear Science and Numerical Simulation,http://www.sciencedirect.com/science/journal/10075704
Composite Structures,http://www.sciencedirect.com/science/journal/02638223
Composites,http://www.sciencedirect.com/science/journal/00104361
Composites Communications,http://www.sciencedirect.com/science/journal/24522139
Composites Engineering,http://www.sciencedirect.com/science/journal/09619526
Composites Manufacturing,http://www.sciencedirect.com/science/journal/09567143
Composites Part A: Applied Science and Manufacturing,http://www.sciencedirect.com/science/journal/1359835X
Composites Part B: Engineering,http://www.sciencedirect.com/science/journal/13598368
Composites Science and Technology,http://www.sciencedirect.com/science/journal/02663538
Comptes Rendus de l'Académie des Sciences - Series IIB - Mechanics,http://www.sciencedirect.com/science/journal/16207742
Comptes Rendus de l'Académie des Sciences - Series IIB - Mechanics-Physics-Astronomy,http://www.sciencedirect.com/science/journal/12874620
Comptes Rendus de l'Académie des Sciences - Series IIB - Mechanics-Physics-Chemistry-Astronomy,http://www.sciencedirect.com/science/journal/12518069
Comptes Rendus de l'Académie des Sciences - Series IIC - Chemistry,http://www.sciencedirect.com/science/journal/13871609
Comptes Rendus de l'Académie des Sciences - Series IV - Physics-Astrophysics,http://www.sciencedirect.com/science/journal/12962147
Computational and Theoretical Chemistry,http://www.sciencedirect.com/science/journal/2210271X
Computational and Theoretical Polymer Science,http://www.sciencedirect.com/science/journal/10893156
Computational Biology and Chemistry,http://www.sciencedirect.com/science/journal/14769271
Computational Condensed Matter,http://www.sciencedirect.com/science/journal/23522143
Computational Materials Science,http://www.sciencedirect.com/science/journal/09270256
Computational Mechanics,http://link.springer.com/journal/466
Computational Particle Mechanics,http://link.springer.com/journal/40571
Computational Toxicology,http://www.sciencedirect.com/science/journal/24681113
Computer Aided Geometric Design,http://www.sciencedirect.com/science/journal/01678396
Computer Integrated Manufacturing Systems,http://www.sciencedirect.com/science/journal/09515240
Computer Methods in Applied Mechanics and Engineering,http://www.sciencedirect.com/science/journal/00457825
Computer Physics Communications,http://www.sciencedirect.com/science/journal/00104655
Computer-Aided Design,http://www.sciencedirect.com/science/journal/00104485
Computers & Chemical Engineering,http://www.sciencedirect.com/science/journal/00981354
Computers & Chemistry,http://www.sciencedirect.com/science/journal/00978485
Computers & Industrial Engineering,http://www.sciencedirect.com/science/journal/03608352
Computers & Structures,http://www.sciencedirect.com/science/journal/00457949
Computers in Industry,http://www.sciencedirect.com/science/journal/01663615
Construction and Building Materials,http://www.sciencedirect.com/science/journal/09500618
Construction Robotics,http://link.springer.com/journal/41693
Contributions to Mineralogy and Petrology,http://link.springer.com/journal/410
Coordination Chemistry Reviews,http://www.sciencedirect.com/science/journal/00108545
Corrosion Science,http://www.sciencedirect.com/science/journal/0010938X
Cryogenics,http://www.sciencedirect.com/science/journal/00112275
Crystallography Reports,http://link.springer.com/journal/11445
Current Applied Physics,http://www.sciencedirect.com/science/journal/15671739
Current Molecular Biology Reports,http://link.springer.com/journal/40610
Current Opinion in Chemical Biology,http://www.sciencedirect.com/science/journal/13675931
Current Opinion in Chemical Engineering,http://www.sciencedirect.com/science/journal/22113398
Current Opinion in Colloid & Interface Science,http://www.sciencedirect.com/science/journal/13590294
Current Opinion in Electrochemistry,http://www.sciencedirect.com/science/journal/24519103
Current Opinion in Environmental Science & Health,http://www.sciencedirect.com/science/journal/24685844
Current Opinion in Environmental Sustainability,http://www.sciencedirect.com/science/journal/18773435
Current Opinion in Food Science,http://www.sciencedirect.com/science/journal/22147993
Current Opinion in Green and Sustainable Chemistry,http://www.sciencedirect.com/science/journal/24522236
Current Opinion in Immunology,http://www.sciencedirect.com/science/journal/09527915
Current Opinion in Solid State and Materials Science,http://www.sciencedirect.com/science/journal/13590286
Current Opinion in Toxicology,http://www.sciencedirect.com/science/journal/24682020
Current Opinion in Virology,http://www.sciencedirect.com/science/journal/18796257
Current Pollution Reports,http://link.springer.com/journal/40726
Current Sustainable/Renewable Energy Reports,http://link.springer.com/journal/40518
Cytotechnology,http://link.springer.com/journal/10616
Dental Materials,http://www.sciencedirect.com/science/journal/01095641
Desalination,http://www.sciencedirect.com/science/journal/00119164
Diamond and Related Materials,http://www.sciencedirect.com/science/journal/09259635
Doklady Chemistry,http://link.springer.com/journal/10631
Doklady Physical Chemistry,http://link.springer.com/journal/10634
Drug Delivery and Translational Research,http://link.springer.com/journal/13346
Drug Discovery Today,http://www.sciencedirect.com/science/journal/13596446
Drug Discovery Today: BIOSILICO,http://www.sciencedirect.com/science/journal/17418364
Drug Discovery Today: TARGETS,http://www.sciencedirect.com/science/journal/17418372
Drug Discovery Today: Technologies,http://www.sciencedirect.com/science/journal/17406749
Drug Metabolism and Pharmacokinetics,http://www.sciencedirect.com/science/journal/13474367
Drug Resistance Updates,http://www.sciencedirect.com/science/journal/13687646
Dyes and Pigments,http://www.sciencedirect.com/science/journal/01437208
Ecotoxicology,http://link.springer.com/journal/10646
Education for Chemical Engineers,http://www.sciencedirect.com/science/journal/17497728
Electrocatalysis,http://link.springer.com/journal/12678
Electrochemistry Communications,http://www.sciencedirect.com/science/journal/13882481
Electrochimica Acta,http://www.sciencedirect.com/science/journal/00134686
Electronic Materials Letters,http://link.springer.com/journal/13391
Emission Control Science and Technology,http://link.springer.com/journal/40825
Energy,http://www.sciencedirect.com/science/journal/03605442
Energy and Buildings,http://www.sciencedirect.com/science/journal/03787788
Energy and Climate Change,http://www.sciencedirect.com/science/journal/26662787
Energy Conversion and Management,http://www.sciencedirect.com/science/journal/01968904
Energy Economics,http://www.sciencedirect.com/science/journal/01409883
Energy Efficiency,http://link.springer.com/journal/12053
Energy for Sustainable Development,http://www.sciencedirect.com/science/journal/09730826
Energy Policy,http://www.sciencedirect.com/science/journal/03014215
Energy Research & Social Science,http://www.sciencedirect.com/science/journal/22146296
Energy Storage Materials,http://www.sciencedirect.com/science/journal/24058297
Energy Strategy Reviews,http://www.sciencedirect.com/science/journal/2211467X
Energy Systems,http://link.springer.com/journal/12667
"Energy, Ecology and Environment",http://link.springer.com/journal/40974
EnergyChem,http://www.sciencedirect.com/science/journal/25897780
Engineering Failure Analysis,http://www.sciencedirect.com/science/journal/13506307
Engineering Fracture Mechanics,http://www.sciencedirect.com/science/journal/00137944
Engineering Geology,http://www.sciencedirect.com/science/journal/00137952
Engineering Structures,http://www.sciencedirect.com/science/journal/01410296
"Environment, Development and Sustainability",http://link.springer.com/journal/10668
Environmental Chemistry Letters,http://link.springer.com/journal/10311
"Environmental Nanotechnology, Monitoring & Management",http://www.sciencedirect.com/science/journal/22151532
Environmental Pollution,http://www.sciencedirect.com/science/journal/02697491
Environmental Processes,http://link.springer.com/journal/40710
Environmental Research,http://www.sciencedirect.com/science/journal/00139351
Environmental Science & Policy,http://www.sciencedirect.com/science/journal/14629011
Environmental Science and Pollution Research,http://link.springer.com/journal/11356
Environmental Technology & Innovation,http://www.sciencedirect.com/science/journal/23521864
Environmental Toxicology and Pharmacology,http://www.sciencedirect.com/science/journal/13826689
European Food Research and Technology,http://link.springer.com/journal/217
European Journal of Mechanics - A/Solids,http://www.sciencedirect.com/science/journal/09977538
European Journal of Mechanics - B/Fluids,http://www.sciencedirect.com/science/journal/09977546
European Journal of Medicinal Chemistry,http://www.sciencedirect.com/science/journal/02235234
European Journal of Nutrition,http://link.springer.com/journal/394
European Journal of Pharmacology: Environmental Toxicology and Pharmacology,http://www.sciencedirect.com/science/journal/09266917
European Journal of Pharmacology: Molecular Pharmacology,http://www.sciencedirect.com/science/journal/09224106
European Journal of Soil Biology,http://www.sciencedirect.com/science/journal/11645563
European Journal of Solid State and Inorganic Chemistry,http://www.sciencedirect.com/science/journal/09924361
European Journal of Wood and Wood Products,http://link.springer.com/journal/107
European Polymer Journal,http://www.sciencedirect.com/science/journal/00143057
"Exergy, An International Journal",http://www.sciencedirect.com/science/journal/11640235
Experimental Mechanics,http://link.springer.com/journal/11340
Experimental Techniques,http://link.springer.com/journal/40799
Experimental Thermal and Fluid Science,http://www.sciencedirect.com/science/journal/08941777
Experiments in Fluids,http://link.springer.com/journal/348
Extreme Mechanics Letters,http://www.sciencedirect.com/science/journal/23524316
Fibers and Polymers,http://link.springer.com/journal/12221
Fibre Chemistry,http://link.springer.com/journal/10692
Field Crops Research,http://www.sciencedirect.com/science/journal/03784290
Filtration + Separation,http://www.sciencedirect.com/science/journal/00151882
Filtration Industry Analyst,http://www.sciencedirect.com/science/journal/13656937
Finite Elements in Analysis and Design,http://www.sciencedirect.com/science/journal/0168874X
Finite Fields and Their Applications,http://www.sciencedirect.com/science/journal/10715797
Fire Safety Journal,http://www.sciencedirect.com/science/journal/03797112
Fire Technology,http://link.springer.com/journal/10694
FlatChem,http://www.sciencedirect.com/science/journal/24522627
"Flow, Turbulence and Combustion",http://link.springer.com/journal/10494
Fluid Dynamics,http://link.springer.com/journal/10697
Fluid Phase Equilibria,http://www.sciencedirect.com/science/journal/03783812
Focus on Catalysts,http://www.sciencedirect.com/science/journal/13514180
Focus on Pigments,http://www.sciencedirect.com/science/journal/09696210
Focus on Powder Coatings,http://www.sciencedirect.com/science/journal/13645439
Focus on Surfactants,http://www.sciencedirect.com/science/journal/13514210
Food Analytical Methods,http://link.springer.com/journal/12161
Food and Bioprocess Technology,http://link.springer.com/journal/11947
Food and Bioproducts Processing,http://www.sciencedirect.com/science/journal/09603085
Food and Chemical Toxicology,http://www.sciencedirect.com/science/journal/02786915
Food Biophysics,http://link.springer.com/journal/11483
Food Bioscience,http://www.sciencedirect.com/science/journal/22124292
Food Chemistry,http://www.sciencedirect.com/science/journal/03088146
Food Engineering Reviews,http://link.springer.com/journal/12393
Food Hydrocolloids,http://www.sciencedirect.com/science/journal/0268005X
Food Packaging and Shelf Life,http://www.sciencedirect.com/science/journal/22142894
Food Policy,http://www.sciencedirect.com/science/journal/03069192
Food Quality and Preference,http://www.sciencedirect.com/science/journal/09503293
Food Research International,http://www.sciencedirect.com/science/journal/09639969
Food Science and Biotechnology,http://link.springer.com/journal/10068
Food Structure,http://www.sciencedirect.com/science/journal/22133291
Forensic Chemistry,http://www.sciencedirect.com/science/journal/24681709
Forensic Imaging,http://www.sciencedirect.com/science/journal/26662256
Forensic Science International,http://www.sciencedirect.com/science/journal/03790738
Forensic Science International: Digital Investigation,http://www.sciencedirect.com/science/journal/26662817
Foundations of Physics,http://link.springer.com/journal/10701
Frontiers in Energy,http://link.springer.com/journal/11708
Frontiers of Chemical Science and Engineering,http://link.springer.com/journal/11705
Frontiers of Materials Science,http://link.springer.com/journal/11706
Frontiers of Mechanical Engineering,http://link.springer.com/journal/11465
Frontiers of Physics,http://link.springer.com/journal/11467
Frontiers of Structural and Civil Engineering,http://link.springer.com/journal/11709
Fuel,http://www.sciencedirect.com/science/journal/00162361
Fuel and Energy Abstracts,http://www.sciencedirect.com/science/journal/01406701
Fuel Cells Bulletin,http://www.sciencedirect.com/science/journal/14642859
Fuel Processing Technology,http://www.sciencedirect.com/science/journal/03783820
Fusion Engineering and Design,http://www.sciencedirect.com/science/journal/09203796
Gas Separation & Purification,http://www.sciencedirect.com/science/journal/09504214
General Relativity and Gravitation,http://link.springer.com/journal/10714
Geochemistry,http://www.sciencedirect.com/science/journal/00092819
Geochemistry International,http://link.springer.com/journal/11476
Geochimica et Cosmochimica Acta,http://www.sciencedirect.com/science/journal/00167037
Geoheritage,http://link.springer.com/journal/12371
Geology of Ore Deposits,http://link.springer.com/journal/11477
Geomechanics and Geophysics for Geo-Energy and Geo-Resources,http://link.springer.com/journal/40948
Geomechanics for Energy and the Environment,http://www.sciencedirect.com/science/journal/23523808
Geotextiles and Geomembranes,http://www.sciencedirect.com/science/journal/02661144
Glass and Ceramics,http://link.springer.com/journal/10717
Glass Physics and Chemistry,http://link.springer.com/journal/10720
Glass Structures & Engineering,http://link.springer.com/journal/40940
Gold Bulletin,http://link.springer.com/journal/13404
Granular Computing,http://link.springer.com/journal/41066
Granular Matter,http://link.springer.com/journal/10035
Graphene Technology,http://link.springer.com/journal/41127
Heat and Mass Transfer,http://link.springer.com/journal/231
High Energy Chemistry,http://link.springer.com/journal/10733
High Energy Density Physics,http://www.sciencedirect.com/science/journal/15741818
High Temperature,http://link.springer.com/journal/10740
Human Factors and Mechanical Engineering for Defense and Safety,http://link.springer.com/journal/41314
Hydrometallurgy,http://www.sciencedirect.com/science/journal/0304386X
Indian Geotechnical Journal,http://link.springer.com/journal/40098
Indian Journal of Physics,http://link.springer.com/journal/12648
Innovative Food Science & Emerging Technologies,http://www.sciencedirect.com/science/journal/14668564
Inorganic Chemistry Communications,http://www.sciencedirect.com/science/journal/13877003
Inorganic Materials,http://link.springer.com/journal/10789
Inorganic Materials: Applied Research,http://link.springer.com/journal/13188
Inorganica Chimica Acta,http://www.sciencedirect.com/science/journal/00201693
Instruments and Experimental Techniques,http://link.springer.com/journal/10786
Integrating Materials and Manufacturing Innovation,http://link.springer.com/journal/40192
Intermetallics,http://www.sciencedirect.com/science/journal/09669795
International Applied Mechanics,http://link.springer.com/journal/10778
International Communications in Heat and Mass Transfer,http://www.sciencedirect.com/science/journal/07351933
International Journal of Adhesion and Adhesives,http://www.sciencedirect.com/science/journal/01437496
International Journal of Advances in Engineering Sciences and Applied Mathematics,http://link.springer.com/journal/12572
International Journal of Civil Engineering,http://link.springer.com/journal/40999
International Journal of Coal Geology,http://www.sciencedirect.com/science/journal/01665162
International Journal of Critical Infrastructure Protection,http://www.sciencedirect.com/science/journal/18745482
International Journal of Disaster Risk Reduction,http://www.sciencedirect.com/science/journal/22124209
International Journal of Drug Policy,http://www.sciencedirect.com/science/journal/09553959
International Journal of Engineering Science,http://www.sciencedirect.com/science/journal/00207225
International Journal of Fatigue,http://www.sciencedirect.com/science/journal/01421123
International Journal of Food Microbiology,http://www.sciencedirect.com/science/journal/01681605
International Journal of Fracture,http://link.springer.com/journal/10704
International Journal of Gastronomy and Food Science,http://www.sciencedirect.com/science/journal/1878450X
International Journal of Geosynthetics and Ground Engineering,http://link.springer.com/journal/40891
International Journal of Heat and Fluid Flow,http://www.sciencedirect.com/science/journal/0142727X
International Journal of Heat and Mass Transfer,http://www.sciencedirect.com/science/journal/00179310
International Journal of Hydrogen Energy,http://www.sciencedirect.com/science/journal/03603199
International Journal of Impact Engineering,http://www.sciencedirect.com/science/journal/0734743X
International Journal of Industrial Ergonomics,http://www.sciencedirect.com/science/journal/01698141
International Journal of Inorganic Materials,http://www.sciencedirect.com/science/journal/14666049
International Journal of Machine Tools and Manufacture,http://www.sciencedirect.com/science/journal/08906955
International Journal of Mass Spectrometry,http://www.sciencedirect.com/science/journal/13873806
International Journal of Mass Spectrometry and Ion Processes,http://www.sciencedirect.com/science/journal/01681176
International Journal of Material Forming,http://link.springer.com/journal/12289
International Journal of Mechanical Sciences,http://www.sciencedirect.com/science/journal/00207403
International Journal of Mechanics and Materials in Design,http://link.springer.com/journal/10999
International Journal of Medical Microbiology Supplements,http://www.sciencedirect.com/science/journal/14331128
International Journal of Metalcasting,http://link.springer.com/journal/40962
"International Journal of Minerals, Metallurgy and Materials",http://link.springer.com/journal/12613
International Journal of Mining Science and Technology,http://www.sciencedirect.com/science/journal/20952686
International Journal of Multiphase Flow,http://www.sciencedirect.com/science/journal/03019322
International Journal of Non-Linear Mechanics,http://www.sciencedirect.com/science/journal/00207462
International Journal of Pharmaceutics,http://www.sciencedirect.com/science/journal/03785173
International Journal of Plasticity,http://www.sciencedirect.com/science/journal/07496419
International Journal of Precision Engineering and Manufacturing,http://link.springer.com/journal/12541
International Journal of Pressure Vessels and Piping,http://www.sciencedirect.com/science/journal/03080161
International Journal of Refractory Metals and Hard Materials,http://www.sciencedirect.com/science/journal/02634368
International Journal of Refrigeration,http://www.sciencedirect.com/science/journal/01407007
International Journal of Rock Mechanics and Mining Sciences,http://www.sciencedirect.com/science/journal/13651609
International Journal of Rock Mechanics and Mining Sciences & Geomechanics Abstracts,http://www.sciencedirect.com/science/journal/01489062
International Journal of Self-Propagating High-Temperature Synthesis,http://link.springer.com/journal/12003
International Journal of Solids and Structures,http://www.sciencedirect.com/science/journal/00207683
International Journal of Steel Structures,http://link.springer.com/journal/13296
International Journal of System Assurance Engineering and Management,http://link.springer.com/journal/13198
International Journal of Theoretical Physics,http://link.springer.com/journal/10773
International Journal of Thermal Sciences,http://www.sciencedirect.com/science/journal/12900729
International Journal of Thermophysics,http://link.springer.com/journal/10765
Ionics,http://link.springer.com/journal/11581
"Iranian Journal of Science and Technology, Transactions A: Science",http://link.springer.com/journal/40995
"Iranian Journal of Science and Technology, Transactions of Civil Engineering",http://link.springer.com/journal/40996
"Iranian Journal of Science and Technology, Transactions of Electrical Engineering",http://link.springer.com/journal/40998
"Iranian Journal of Science and Technology, Transactions of Mechanical Engineering",http://link.springer.com/journal/40997
Iranian Polymer Journal,http://link.springer.com/journal/13726
IST International Surface Technology,http://link.springer.com/journal/35724
JOM,http://link.springer.com/journal/11837
Journal of Aerosol Science,http://www.sciencedirect.com/science/journal/00218502
Journal of Alloys and Compounds,http://www.sciencedirect.com/science/journal/09258388
Journal of Analytical and Applied Pyrolysis,http://www.sciencedirect.com/science/journal/01652370
Journal of Analytical Chemistry,http://link.springer.com/journal/10809
Journal of Applied Electrochemistry,http://link.springer.com/journal/10800
Journal of Applied Mechanics and Technical Physics,http://link.springer.com/journal/10808
Journal of Archaeological Science,http://www.sciencedirect.com/science/journal/03054403
Journal of Atmospheric Chemistry,http://link.springer.com/journal/10874
Journal of Bio- and Tribo-Corrosion,http://link.springer.com/journal/40735
Journal of Bioenergetics and Biomembranes,http://link.springer.com/journal/10863
Journal of Biological Physics,http://link.springer.com/journal/10867
Journal of Biomechanics,http://www.sciencedirect.com/science/journal/00219290
Journal of Biomolecular NMR,http://link.springer.com/journal/10858
Journal of Building Engineering,http://www.sciencedirect.com/science/journal/23527102
Journal of Catalysis,http://www.sciencedirect.com/science/journal/00219517
Journal of Cereal Science,http://www.sciencedirect.com/science/journal/07335210
Journal of Chemical Crystallography,http://link.springer.com/journal/10870
Journal of Chemical Neuroanatomy,http://www.sciencedirect.com/science/journal/08910618
Journal of Chemical Sciences,http://link.springer.com/journal/12039
Journal of China University of Mining and Technology,http://www.sciencedirect.com/science/journal/10061266
Journal of Chromatography A,http://www.sciencedirect.com/science/journal/00219673
Journal of Chromatography B,http://www.sciencedirect.com/science/journal/15700232
Journal of Cleaner Production,http://www.sciencedirect.com/science/journal/09596526
Journal of Cluster Science,http://link.springer.com/journal/10876
